HH,hour,plug,value
13,19,7,330033.4180000012
13,19,11,102984.79600000031
0,20,2,70200.0809999997
0,20,3,9.876999999999997
0,20,5,227577.12599999947
0,20,6,177279.25200000074
0,20,7,37350.68799999997
0,20,11,34328.977000000035
1,20,0,151486.6330000003
1,20,2,66739.9260000003
1,20,3,272582.4139999991
1,20,4,134057.41599999974
1,20,5,1070415.146000005
1,20,10,5505.367000000002
1,20,12,4802.391000000001
2,20,2,418250.2569999995
2,20,5,378702.6509999993
3,20,0,71308.84899999991
3,20,1,311087.22200000024
3,20,3,107168.73700000012
4,20,0,8432.933000000006
4,20,2,10209.47700000001
5,20,2,2482.6830000000014
6,20,0,478973.67799999897
6,20,1,31.179000000000002
6,20,2,82918.90000000011
6,20,4,130309.77300000079
6,20,5,43679.115999999914
6,20,8,11.967
6,20,9,3418.1920000000023
6,20,10,274869.5400000007
6,20,11,223565.4940000001
7,20,0,556717.837999998
7,20,6,30740.01500000001
7,20,7,218650.80200000035
8,20,0,64485.17100000009
8,20,2,11.492999999999999
8,20,3,2050.8219999999956
8,20,4,507653.39300000214
8,20,5,31.114999999999995
8,20,9,73430.72799999992
9,20,1,644599.2579999986
9,20,2,16.485999999999994
9,20,4,2696.332999999999
9,20,7,264598.06299999985
9,20,8,613070.4900000003
10,20,1,484851.895
10,20,2,639780.6040000042
11,20,0,5492.447000000004
11,20,2,34219.145000000084
12,20,0,526956.5270000026
12,20,4,7844.718000000012
13,20,0,286893.39300000085
13,20,1,268470.60199999984
13,20,3,617491.2190000007
13,20,4,15.545
13,20,5,140827.07299999986
13,20,7,324598.7459999998
13,20,11,111498.82100000053
0,21,2,67479.80099999989
0,21,3,8.114
0,21,5,220958.87399999987
0,21,6,171675.85200000065
0,21,7,36899.90000000006
0,21,9,13255.271000000015
0,21,11,33814.89200000004
1,21,0,145813.22099999955
1,21,1,110566.34599999948
1,21,2,65899.67000000014
1,21,3,280489.5770000012
1,21,4,129117.50300000064
1,21,5,1038697.5700000062
1,21,6,50384.05399999988
2,21,1,87297.63399999979
2,21,2,428405.1619999992
2,21,4,15522.843000000004
2,21,5,368085.62699999905
2,21,6,78370.01899999999
3,21,0,70487.10499999997
3,21,1,319983.35799999896
3,21,3,103321.47399999999
5,21,0,6761.54500000002
5,21,1,10999.739000000027
6,21,0,491248.7210000001
6,21,1,24.991999999999997
6,21,2,79643.129
6,21,4,128681.95200000076
6,21,5,42030.89099999995
6,21,8,9.552
6,21,10,267236.6290000008
6,21,11,215027.8650000007
6,21,12,39420.12799999981
7,21,0,572060.7310000026
7,21,1,5184.681999999999
7,21,2,8439.61499999999
7,21,4,6336.303999999991
7,21,6,30427.129000000026
7,21,7,210560.88499999992
7,21,8,75263.18700000005
8,21,0,61923.306000000004
8,21,2,9.716000000000001
8,21,4,493230.4370000021
8,21,5,25.391000000000002
8,21,9,72603.73900000002
9,21,1,625814.6659999993
9,21,2,13.189999999999998
9,21,7,271518.83200000104
9,21,8,629237.0150000007
9,21,9,134835.57399999994
9,21,10,135403.63000000035
10,21,0,53880.91300000002
10,21,1,498487.2220000008
10,21,2,621112.2260000027
11,21,2,33700.87900000015
12,21,0,513130.48200000287
12,21,1,188724.83300000004
13,21,0,294895.66499999963
13,21,1,275339.06099999975
13,21,2,15206.12300000003
13,21,3,633553.8229999993
13,21,4,12.662999999999998
13,21,5,135637.73599999974
13,21,7,314711.9599999989
13,21,9,44214.63199999984
13,21,11,107208.41500000027
0,22,2,68115.165
0,22,3,9.051
0,22,4,17932.895999999997
0,22,5,227209.32499999943
0,22,6,177062.99100000074
0,22,7,37480.60400000015
0,22,9,5410.190000000031
0,22,11,34278.387000000024
1,22,0,146713.68099999978
1,22,1,148124.7859999993
1,22,2,66775.13400000022
1,22,3,283528.71199999994
1,22,4,129927.26000000062
1,22,5,1068534.6250000051
1,22,6,67339.79499999994
1,22,7,28928.272000000004
2,22,0,2071.888000000004
2,22,1,117322.8009999997
2,22,2,435055.01400000183
2,22,3,1451.2250000000017
2,22,4,6330.915000000007
2,22,5,378449.841
2,22,6,104982.91199999976
3,22,0,71266.63700000003
3,22,1,325088.37200000044
3,22,2,6385.104000000002
3,22,3,104093.7109999999
5,22,0,2754.9299999999917
5,22,1,4491.867999999991
6,22,0,498885.9129999976
6,22,1,28.897999999999996
6,22,2,80410.64899999993
6,22,4,130331.12200000056
6,22,5,42461.109999999935
6,22,7,19040.962999999996
6,22,8,11.023000000000001
6,22,10,274528.5230000001
6,22,11,216835.70100000052
6,22,12,52810.856999999574
6,22,13,7686.942999999997
7,22,0,580610.0489999998
7,22,1,2118.8980000000024
7,22,2,3452.9670000000224
7,22,3,8211.783999999992
7,22,4,2589.8350000000146
7,22,5,18244.536999999993
7,22,6,30789.256000000078
7,22,7,212228.62900000063
7,22,8,100604.42199999987
8,22,0,62505.97300000003
8,22,1,9705.982999999998
8,22,2,10.828000000000001
8,22,4,506401.0200000035
8,22,5,29.189
8,22,7,17552.587000000003
8,22,8,3197.205999999996
8,22,9,73638.33299999975
9,22,0,2337.095999999997
9,22,1,643757.5389999961
9,22,2,15.837000000000002
9,22,3,2219.0980000000027
9,22,5,1826.2509999999982
9,22,6,2159.4119999999975
9,22,7,275420.9939999999
9,22,8,638192.2879999988
9,22,9,180717.7830000008
9,22,10,181527.74200000011
9,22,11,15462.785999999982
9,22,12,3777.6020000000062
10,22,0,72246.51300000006
10,22,1,505266.17499999964
10,22,2,638285.0330000026
11,22,1,12678.011999999993
11,22,2,34136.424000000065
11,22,3,15487.911999999984
12,22,0,526865.7590000039
12,22,1,253015.15600000034
13,22,0,299107.17500000016
13,22,1,280537.73100000015
13,22,2,6205.896999999955
13,22,3,642615.0220000013
13,22,4,14.870999999999999
13,22,5,136785.86799999964
13,22,7,323539.2680000002
13,22,9,59208.16099999965
13,22,10,898.7119999999983
13,22,11,108171.68600000009
0,23,2,68981.76299999976
0,23,3,7.648
0,23,4,11586.68699999999
0,23,5,24953.71199999982
0,23,6,19468.606000000076
0,23,7,37792.206000000035
0,23,9,2636.656000000003
0,23,11,34547.90500000011
1,23,0,148823.55899999992
1,23,1,102561.44400000008
1,23,2,67234.03500000009
1,23,3,285614.43200000003
1,23,4,131803.73600000053
1,23,5,117806.40700000197
1,23,6,46512.126999999935
1,23,7,18737.122999999992
2,23,0,1388.8580000000015
2,23,1,81091.64300000011
2,23,2,437275.0789999993
2,23,3,963.9680000000008
2,23,4,3084.2139999999927
2,23,5,41808.287999999775
2,23,6,72743.9729999999
3,23,0,71766.05999999997
3,23,1,326528.8289999982
3,23,2,4092.6310000000003
3,23,3,105428.66100000012
5,23,0,1342.5170000000028
5,23,1,2186.207000000002
6,23,0,501922.6459999998
6,23,1,22.976000000000003
6,23,2,81394.66899999995
6,23,4,131193.2880000007
6,23,5,43070.334000000075
6,23,7,12270.78799999999
6,23,8,8.956
6,23,10,30051.82699999974
6,23,11,219552.35399999985
6,23,12,36589.822999999946
6,23,13,4923.626999999999
7,23,0,583207.4319999987
7,23,1,1021.6920000000043
7,23,2,1681.470999999999
7,23,3,5318.417999999998
7,23,4,1262.6230000000016
7,23,5,11813.191000000004
7,23,6,31032.40500000004
7,23,7,214867.8590000004
7,23,8,69631.68399999988
8,23,0,63167.95700000016
8,23,1,6252.154000000001
8,23,2,8.674000000000001
8,23,4,55697.02099999925
8,23,5,23.281
8,23,7,11392.707999999993
8,23,8,2143.695000000003
8,23,9,73850.0139999999
9,23,0,1561.1259999999975
9,23,1,70647.0739999995
9,23,2,12.286999999999999
9,23,3,1483.122
9,23,5,1223.8069999999996
9,23,6,1439.778
9,23,7,276913.1520000007
9,23,8,641673.2830000004
9,23,9,124906.35799999996
9,23,10,125597.98899999986
9,23,11,9943.222999999996
9,23,12,2530.6150000000002
10,23,0,50076.57900000013
10,23,1,507788.97699999996
10,23,2,70427.78999999975
11,23,1,8190.499
11,23,2,34380.94400000014
11,23,3,10009.947999999993
12,23,0,58065.96199999994
12,23,1,175246.07700000048
13,23,0,301090.30500000034
13,23,1,280916.64100000035
13,23,2,3021.670000000013
13,23,3,646157.358000001
13,23,4,11.722999999999999
13,23,5,138473.9239999999
13,23,7,35666.71000000058
13,23,9,41023.318999999894
13,23,10,602.9550000000002
13,23,11,109513.53900000037
0,24,2,44708.50900000066
0,24,3,13.748000000000001
0,24,5,4790.751999999959
0,24,6,3713.4700000000025
0,24,7,70114.29799999982
0,24,9,1243.0699999999986
0,24,11,63994.19199999997
1,24,0,96191.50799999991
1,24,1,71179.17100000016
1,24,2,125209.63399999955
1,24,3,288873.5530000004
1,24,4,85228.72000000025
1,24,5,22453.329999999743
1,24,6,32353.77799999994
2,24,1,56205.612
2,24,2,441948.0679999988
2,24,4,1454.7210000000039
2,24,5,7965.883999999965
2,24,6,50430.74000000003
3,24,0,133445.3430000001
3,24,1,330400.7190000005
3,24,3,68253.98099999988
5,24,0,633.7189999999988
5,24,1,1029.6200000000008
6,24,0,507039.46999999956
6,24,1,42.32299999999999
6,24,2,52556.20499999968
6,24,4,242999.16399999885
6,24,5,27788.865000000176
6,24,8,16.182
6,24,10,5776.498999999998
6,24,11,141946.202999999
6,24,12,25244.989000000023
7,24,0,589670.4519999993
7,24,1,484.44500000000136
7,24,2,790.9330000000044
7,24,4,596.726999999999
7,24,6,56672.92500000013
7,24,7,138917.42800000042
7,24,8,48295.22399999997
8,24,0,40867.383000000715
8,24,2,15.54
8,24,4,10662.53200000005
8,24,5,42.566
8,24,9,137505.62499999997
9,24,1,13533.99199999998
9,24,2,22.444000000000003
9,24,7,280177.6039999997
9,24,8,649377.5300000028
9,24,9,86843.48500000006
9,24,10,87115.6469999999
10,24,0,34694.452000000005
10,24,1,513680.8669999991
10,24,2,13414.918000000042
11,24,2,63602.32399999919
12,24,0,11078.941999999939
12,24,1,121507.36000000022
13,24,0,304017.01600000064
13,24,1,283217.9129999998
13,24,2,1423.9480000000037
13,24,3,653439.6600000011
13,24,4,21.581999999999994
13,24,5,89385.77399999993
13,24,7,6792.0639999999385
13,24,9,28373.725000000024
13,24,11,70846.27000000043
0,25,2,17753.45799999986
0,25,3,10.754999999999997
0,25,5,4795.808999999962
0,25,6,3728.6740000000027
0,25,7,37072.37899999999
0,25,9,1718.6439999999996
0,25,11,33991.906999999985
1,25,0,38348.168000000274
1,25,2,66135.08200000024
1,25,3,51458.18400000018
1,25,4,33965.32000000002
1,25,5,22574.62799999984
2,25,2,78816.87499999924
2,25,4,2006.5810000000045
2,25,5,7992.188999999972
3,25,0,70715.97700000012
3,25,1,58860.248000000625
3,25,3,27139.99100000027
5,25,0,873.3849999999986
5,25,1,1423.9319999999977
6,25,0,90199.68399999772
6,25,1,34.996
6,25,2,20905.2899999999
6,25,4,129073.21000000094
6,25,5,11084.192000000046
6,25,8,13.423000000000002
6,25,10,5786.065999999991
6,25,11,56544.528000000326
7,25,0,104639.64499999992
7,25,1,670.6750000000006
7,25,2,1093.7510000000043
7,25,4,824.3680000000003
7,25,6,30419.098000000013
7,25,7,55311.17100000034
8,25,0,16346.580999999966
8,25,2,12.723999999999998
8,25,4,10717.714000000065
8,25,5,34.679
8,25,9,72786.91699999987
9,25,1,13588.902999999971
9,25,2,18.447999999999993
9,25,7,50038.67000000038
9,25,8,115115.28100000172
10,25,1,91040.64100000073
10,25,2,13481.922000000057
11,25,2,33812.80400000014
12,25,0,11140.789999999935
13,25,0,54224.98400000057
13,25,1,50607.59300000036
13,25,2,1967.2160000000056
13,25,3,115992.6770000006
13,25,4,17.747999999999994
13,25,5,35633.72900000006
13,25,7,6833.302999999951
13,25,11,28159.027999999955
0,26,2,17747.22199999981
0,26,3,11.698
0,26,5,4787.781999999962
0,26,6,3718.0190000000025
0,26,7,37207.714000000036
0,26,9,1114.8069999999984
0,26,11,34194.189000000006
1,26,0,38269.75000000028
1,26,2,66410.33600000024
1,26,3,14227.936999999873
1,26,4,33931.283000000025
1,26,5,22537.64099999977
2,26,2,21804.498999999938
2,26,4,1303.3660000000016
2,26,5,7975.738999999981
3,26,0,70876.50100000015
3,26,1,16263.876000000027
3,26,3,27111.46100000027
5,26,0,567.0989999999993
5,26,1,924.4769999999988
6,26,0,24952.944000000072
6,26,1,36.36
6,26,2,20897.954999999896
6,26,4,129681.83000000053
6,26,5,11105.490000000069
6,26,8,14.346
6,26,10,5777.867000000012
6,26,11,56499.03500000024
7,26,0,29061.591000000186
7,26,1,436.6260000000001
7,26,2,709.0870000000024
7,26,4,535.2779999999998
7,26,6,30561.993000000075
7,26,7,55283.85800000024
8,26,0,16293.526999999955
8,26,2,13.796
8,26,4,10688.161000000046
8,26,5,37.24199999999999
8,26,9,73062.04099999984
9,26,1,13568.842999999984
9,26,2,19.598000000000003
9,26,7,13805.878999999924
9,26,8,31979.873999999774
10,26,1,25273.443999999858
10,26,2,13459.342000000064
11,26,2,33836.59400000013
12,26,0,11132.745999999906
13,26,0,14956.144999999922
13,26,1,14008.126999999937
13,26,2,1279.0630000000015
13,26,3,32193.935000000023
13,26,4,18.926000000000005
13,26,5,35572.39200000001
13,26,7,6829.494999999949
13,26,11,28167.52599999992
0,27,2,17709.096999999816
0,27,3,10.555
0,27,5,4767.154999999959
0,27,6,3725.36900000001
0,27,7,37428.16699999998
0,27,9,1631.3799999999972
0,27,11,34348.663
1,27,0,38162.251000000244
1,27,2,66682.63700000015
1,27,3,14143.493999999919
1,27,4,33814.36600000005
1,27,5,22484.377999999786
2,27,2,21678.78899999989
2,27,4,1906.0280000000037
2,27,5,7950.8069999999825
3,27,0,71229.8
3,27,1,16191.569000000036
3,27,3,27004.347000000267
5,27,0,832.9459999999982
5,27,1,1351.5709999999972
6,27,0,24846.64100000003
6,27,1,32.809
6,27,2,20861.032999999905
6,27,4,130356.73300000052
6,27,5,11068.328000000081
6,27,8,12.985000000000003
6,27,10,5765.974
6,27,11,56314.32400000026
7,27,0,28917.50500000022
7,27,1,635.6800000000021
7,27,2,1036.795000000005
7,27,4,781.2639999999989
7,27,6,30679.161999999968
7,27,7,55084.5960000003
8,27,0,16205.330999999942
8,27,2,12.09
8,27,4,10654.834000000046
8,27,5,33.233999999999995
8,27,9,73465.84499999983
9,27,1,13523.595
9,27,2,17.546
9,27,7,13730.594999999887
9,27,8,31772.947999999727
10,27,1,25183.474999999904
10,27,2,13448.67800000005
11,27,2,34207.9410000001
12,27,0,11087.48599999995
13,27,0,14888.61399999994
13,27,1,13943.51699999995
13,27,2,1867.139000000009
13,27,3,32013.052000000058
13,27,4,17.128
13,27,5,35461.507000000165
13,27,7,6804.906999999949
13,27,11,28065.049999999963
0,28,2,17671.22199999983
0,28,3,13.767999999999997
0,28,5,4780.936999999958
0,28,6,3725.0250000000024
0,28,7,37845.54099999996
0,28,9,996.2339999999987
0,28,11,34769.00800000006
1,28,0,38064.56900000019
1,28,2,67518.57100000019
1,28,3,14186.161999999895
1,28,4,33738.51200000004
1,28,5,22489.625999999822
2,28,2,21672.568999999916
2,28,4,1165.7750000000033
2,28,5,7977.361999999977
3,28,0,72204.24100000014
3,28,1,16212.981000000076
3,28,3,26950.014000000236
5,28,0,509.0289999999992
5,28,1,827.2579999999995
6,28,0,24827.268000000076
6,28,1,44.54999999999999
6,28,2,20806.81399999992
6,28,4,132002.79000000047
6,28,5,10995.67600000005
6,28,8,17.210000000000004
6,28,10,5777.364999999986
6,28,11,56186.9420000002
7,28,0,28949.59300000021
7,28,1,388.71200000000056
7,28,2,633.6740000000008
7,28,4,478.05199999999905
7,28,6,31140.287000000022
7,28,7,54981.393000000215
8,28,0,16133.18799999996
8,28,2,16.755000000000003
8,28,4,10672.00500000008
8,28,5,44.65699999999999
8,28,9,74421.70399999998
9,28,1,13528.833
9,28,2,24.133999999999997
9,28,7,13765.578999999923
9,28,8,31879.85099999975
10,28,1,25240.356999999905
10,28,2,13440.621000000016
11,28,2,34627.29800000015
12,28,0,11102.326999999928
13,28,0,14911.43099999995
13,28,1,13950.447999999933
13,28,2,1138.9920000000031
13,28,3,32042.377999999953
13,28,4,22.274999999999995
13,28,5,35423.10800000006
13,28,7,6813.016999999948
13,28,11,28035.226999999904
0,29,2,17672.227999999835
0,29,3,14.221
0,29,5,4743.827999999972
0,29,6,3698.6560000000036
0,29,7,37485.969999999965
0,29,9,774.3529999999989
0,29,11,34420.73300000005
1,29,0,38135.61800000018
1,29,2,67137.5950000003
1,29,3,14201.85499999989
1,29,4,33764.42400000005
1,29,5,22355.6379999998
2,29,2,21742.821999999895
2,29,4,904.6350000000012
2,29,5,7917.1399999999785
3,29,0,71576.79000000002
3,29,1,16254.951000000076
3,29,3,27004.86000000026
5,29,0,393.5869999999993
5,29,1,642.3269999999994
6,29,0,24932.254000000055
6,29,1,44.45099999999999
6,29,2,20844.9939999999
6,29,4,130964.22700000061
6,29,5,11013.332000000088
6,29,8,17.23
6,29,10,5722.442999999997
6,29,11,56296.49700000036
7,29,0,28996.546000000286
7,29,1,301.3710000000003
7,29,2,493.4359999999999
7,29,4,369.8789999999999
7,29,6,30878.47700000002
7,29,7,55039.5170000004
8,29,0,16202.640999999936
8,29,2,16.671
8,29,4,10589.659000000045
8,29,5,44.263000000000005
8,29,9,73872.7889999999
9,29,1,13458.971999999998
9,29,2,24.011
9,29,7,13783.911999999922
9,29,8,31918.97399999973
10,29,1,25277.403999999908
10,29,2,13360.160000000054
11,29,2,34468.04800000006
12,29,0,11031.005999999945
13,29,0,14978.696999999926
13,29,1,13994.017999999945
13,29,2,885.3280000000013
13,29,3,32143.173999999923
13,29,4,22.805999999999994
13,29,5,35456.380000000056
13,29,7,6753.591999999956
13,29,11,28031.70399999991
0,30,2,17829.22999999983
0,30,3,10.672
0,30,5,4793.9979999999605
0,30,6,3732.053000000003
0,30,7,36900.289999999986
0,30,9,791.6019999999999
0,30,11,33904.17900000008
1,30,0,38336.554000000324
1,30,2,65942.25800000029
1,30,3,14486.386999999873
1,30,4,33963.91800000005
1,30,5,22565.148999999798
2,30,2,22102.24999999994
2,30,4,926.4480000000017
2,30,5,7979.045999999968
3,30,0,70472.36400000007
3,30,1,16525.47700000011
3,30,3,27195.965000000204
5,30,0,403.9619999999998
5,30,1,657.6799999999996
6,30,0,25359.754000000077
6,30,1,32.720000000000006
6,30,2,20955.961999999876
6,30,4,128795.27900000055
6,30,5,11077.856000000082
6,30,8,12.713000000000001
6,30,10,5777.804999999999
6,30,11,56608.62000000019
7,30,0,29526.32100000027
7,30,1,308.36800000000045
7,30,2,503.38499999999965
7,30,4,378.8279999999994
7,30,6,30483.83000000003
7,30,7,55340.49600000029
8,30,0,16312.862999999967
8,30,2,12.308
8,30,4,10699.907000000043
8,30,5,33.291999999999994
8,30,9,72593.68600000007
9,30,1,13579.32899999998
9,30,2,18.024
9,30,7,14028.33799999992
9,30,8,32492.189999999748
10,30,1,25722.642999999814
10,30,2,13471.909000000043
11,30,2,33776.42200000014
12,30,0,11128.33499999994
13,30,0,15207.40799999989
13,30,1,14225.67099999998
13,30,2,906.8430000000011
13,30,3,32659.618999999904
13,30,4,16.945999999999998
13,30,5,35663.54200000005
13,30,7,6832.845999999949
13,30,11,28213.62499999994
0,31,2,17940.051999999778
0,31,3,12.012
0,31,5,4848.099999999951
0,31,6,3768.958000000004
0,31,7,37379.35800000004
0,31,9,892.2659999999998
0,31,11,34386.33000000008
1,31,0,38658.92500000026
1,31,1,4828.894999999998
1,31,2,66771.51800000024
1,31,3,14446.753999999863
1,31,4,34239.740000000005
1,31,5,22801.635999999813
1,31,6,2193.440000000001
2,31,1,3843.7699999999986
2,31,2,22097.113999999965
2,31,4,1041.487000000002
2,31,5,8080.616999999987
2,31,6,3450.941000000002
3,31,0,71131.65500000014
3,31,1,16532.93400000012
3,31,3,27412.44500000032
5,31,0,454.05699999999945
5,31,1,739.5079999999994
6,31,0,25352.956000000082
6,31,1,38.501000000000005
6,31,2,21166.94499999989
6,31,4,130515.49300000057
6,31,5,11147.995000000079
6,31,8,15.000000000000004
6,31,10,5837.9959999999855
6,31,11,57001.77600000024
6,31,12,1724.1009999999983
7,31,0,29489.99800000023
7,31,1,348.6060000000008
7,31,2,568.7990000000002
7,31,4,428.1949999999996
7,31,6,30896.021999999997
7,31,7,55805.792000000256
7,31,8,3296.427999999995
8,31,0,16425.699999999975
